src	dest
RASA1	PTK2
SARNP	SRSF7
AXIN1	LRP5
IGLC7	IGKV1-33
NDE1	BORA
ESRP2	POLR2B
GDF7	BMPR1B
RASGRP1	PLCG1
CD3E	TRAV3
SRSF6	POLR2K
SPCS1	SEC11C
HLA-DMA	HLA-DQB2
DHX38	SRSF7
RPLP2	RPL37A
SNRNP200	RNPC3
PSMA2	TNFRSF1B
ACTN2	ACTBL2
ACTN3	COL4A2
BASH	CD79A
GTF2H2	NELFB
RPL23A	PPP2R1A
CSTF1	CHTOP
CRP	IGKV3-20
GOLIM4	COG7
STK4	FOXO4
CTBP2	SOX1
NEO1	BOC
NDUFB4	NDUFS3
MED19	CDK8
GOLGA2	TRAPPC2L
IGHV	RAC1
MRPL55	GADD45GIP1
ACTN4	COL5A1
RAB3IP	TMEM67
CENPK	OIP5
GRIN2D	RHOJ
PAPOLA	PRPF8
IGKC	IGHV4-34
CNTRL	AURKA
MED11	SMARCD3
TADA2A	KAT14
SRPRB	SRP19
CEBPA	GUCY2C
GNAI3	TAS2R5
IGKV2D-28	V5-6
DYNLL1	CEP164
PIK3R2	PLD2
SNRNP27	PPIH
TUBA3C	PFDN6
RFC2	UFD1L
SEMA3D	PLXNA4
USP37	RUVBL1
HDAC1	HIST1H2AB
LYN	IGHV1-69
POLR1C	ERCC6
SURF1	NDUFA4
RPS18	SMG5
CDS1	DGKZ
UPF3B	SRRM1
RSF1	RBBP4
MIB1	JAG2
PIK3CA	RASA1
PCBP1	NUDT21
TTC30B	WDR35
DLL1	UBC
EEFSEC	RPL27
OR4D10	GNG7
ERBB2	SEMA4D
IRF7	SMARCC2
ACTG1	COL4A6
PIK3CG	PLCG1
SRP68	RPS27
ELAVL1	PQBP1
SNRPF	PPWD1
SRSF7	AQR
IL6R	SHC4
PRL	CUL1
NCBP2	LSM2
EXOSC3	DDX52
HLA-DRB3	HLA-DMB
PRKACB	OR4S2
HIST1H2AB	H2BFWT
EIF3G	EIF3I
SNRNP200	PLRG1
PLK1	DYNC1I2
CLTCL1	SLC2A8
MED20	MED25
UBR2	FBXL4
DCTN2	DYNLL2
CDH16	PCDHGA6
RPS2	SSR2
GPR25	GNB1
POLR2H	GTF3C4
RPL35	RPS24
TAF10	TADA1
IGHG3	ARPC1B
RAD21	CELA1
MRPL58	MRPL47
PFN4	ACTB
RPS24	NCBP2
PSMA5	TNFRSF1B
PICALM	SH3GL2
RPS25	EIF4A2
PLK1	ANAPC2
DCTN6	KIF11
SGIP1	GAK
GRIK1	GRIN2D
SRSF10	PCBP1
RAC3	ACTG1
EIF2S3	RPS3A
GAB3	GRB2
HSP90AA1	HAUS2
KRT37	KRT2
ASPSCR1	STX4
BUD31	ELAVL1
KIF2B	RPS27
VPS37A	CHMP4A
FBXL12	FBXO9
DLGAP2	NLGN1
POLR2F	PABPN1
MRPS14	MRPL37
TFAP2A	SOD1
RTP2	OR13H1
DHX16	SNRPA1
SGIP1	AVPR2
PICALM	VAMP3
GNG7	MAPK13
PMF1	CASC5
COL4A3	VCL
STAT5A	PRKCZ
V1-16	ACTR3
KRT20	KRT6A
SPI1	PDGFRB
HLA-DQB1	HLA-DMB
NEDD4L	CHMP6
ARHGAP20	RAC1
MRPS18A	MRRF
CREB3L2	EP300
GRM5	GNAI3
SCLT1	HAUS6
PIP5K1B	PIP4K2B
COG6	TMED2
GHRL	GABBR1
PAF1	GTF2H4
RFC3	UBE2B
SDC1	APOC3
STX5	F5
TUBA1A	DYNLL1
DDX47	RPS14
OR51B2	GNGT1
SNRPB2	MAGOHB
DDX23	SF3A2
EPHA1	EPHA3
PIP4K2C	PLCE1
SUGP1	RBM8A
SPTB	CD59
MYH2	EXOC4
MED1	NR2F6
PRPF31	SRSF7
ROR2	RAC1
CD44	VAV2
RAB1B	RACGAP1
HNRNPK	PHF5A
MAP2K4	MAPK9
GRIN2C	CAMK2B
ESPL1	SMC3
FGF2	FRS3
TAF5	TAF9B
TDGF1	FYN
HNRNPU	DHX16
KCNQ3	NFASC
RPP38	RPSA
ADCY4	GNB3
ARPC5	SLC2A8
DNMT1	HIST1H4A
FMNL3	RHOC
SRSF1	SNRPF
ZC3H8	ICE1
SNRPB2	SNW1
DST	ITGA6
ARPC3	V2-19
LPAR3	GNAS
CSTF3	PTBP1
DNAJC8	SRSF4
RPL13A	SMG6
PCBP1	CCAR1
HDAC3	HIST1H2BN
SKP2	FBXO41
PSMB11	ANAPC5
PSMB2	CDC26
FOXA2	MAGEA2
TEAD1	NCOA6
CCNT2	POLR2J
FOSL1	USF2
CDCA8	TAOK1
HNRNPL	SF3A2
NUP107	AHCTF1
MRPS31	MRPL4
RPL24	SMG8
POLR2I	CSTF3
SNAPC2	SP1
ZNRF2	DTX3L
NFYB	ZNF695
SSRP1	TCEB1
SF3B3	HNRNPD
PPP2R3B	CACNA1S
RLIM	HERC5
MED15	MED22
ARHGAP23	RHOB
POLR2B	SRRM1
RBCK1	TRAF2
SNRNP48	SNRPD2
ADIPOQ	ADIPOR1
PLCG1	ITPKA
MPHOSPH6	NOL6
SEPT7	CDC42EP5
KIF22	DYNC1I2
COL5A3	ITGB2
CEP135	AJUBA
CREB3L3	AQP2
RPS12	EIF1AX
ANK3	COG6
POLR3A	POLR3G
YWHAZ	AKT2
RBPJ	HEY1
PCF11	ALYREF
FZD4	CSNK1A1
HLA-DPA1	AP2B1
HLA-DQA1	DCTN3
GALNT13	MUC2
FANCL	FANCF
MRPS21	MRPS17
UPF1	RPL10A
IL6R	SOCS3
CTNNA3	PCDHB13
KRT10	KRT81
AREG	TRAPPC4
DKFZP451O0517	CTGF
SRSF5	RBM17
EIF1AX	RPL41
DHX9	NFKB2
CTR9	GTF2H4
GAB1	GNAI1
POLR2E	ERCC8
PRPF19	ELAVL1
IGHG3	V1-11
ACTB	TAF1B
TBP	CPSF3L
DKFZP686A1195	JAM2
CD3G	TRAV3
GOSR1	SPTB
PPP2CA	RPS17
V1-3	SOS1
NCOA6	RQCD1
GALNT13	MUC19
GTF3C1	GTF3A
SEC24C	B2M
NUP98	NUP93
APITD1	DCLRE1A
NDUFA13	NDUFB5
HDAC5	YWHAB
FOXO4	FOXG1
ARHGEF26	RAC1
CD3D	PIK3R3
LSM3	CLP1
NDC1	HSPA1B
RPS29	RPL36
FGF11	FGFR1
SEPT2	FBF1
IL12RB1	HLX
NFATC2	CSF2
CTTN	OCRL
APOB	OCRL
BRCA1	STAT3
RNF7	TCEB2
ATP6V1A	ATP6V1C2
HNRNPA3	HNRNPU
CYP2A13	UGT1A9
UTP4	WDR43
COPB2	CENPE
B9D1	TCTN2
CD2BP2	CHERP
RAP1GAP	RAP1B
SGO1	BUB1B
TTC21B	DYNC2LI1
GNB1	TAC3
SDHA	SDHD
TUBB2B	TUBA1B
USP34	AXIN1
GNGT1	HRH3
PTPN11	PIK3CA VARIANT PROTEIN
ADCY6	GNG13
MAPK1	FAM131B
NCBP1	INTS6
STON2	COPS5
LPAR3	GNB4
VLDLR	PAFAH1B2
EXOC7	EXOC2
SF3B5	FIP1L1
DVL3	NKD1
HIP1R	IGF2R
LYN	GNAI1
FGF20	INSR
M6PR	CLTC
U2AF1L5	HNRNPK
SEC31A	TRAPPC10
SDC3	APOB
MYBL2	TFDP2
SRPRA	RPL9
NFIC	CGA
POP5	RPP25
GRIA1	AP2A2
RPS27A	DNAJC6
DSEL	CSPG4
MRPL38	MRPL33
COL6A2	DKFZP666O0110
POLR2C	DDX42
IL3RA	SLA2
PRCC	SRRM2
CDC42	KIF2C
E2F1	SPEN
VWF	ITGB6
FGF7	FGFR3
CASC5	BIRC5
SLC40A1	HEPH
MRPL16	MRPL40
IL11RA	SLA2
V1-3	ARPC5
POLR2B	RARG
SQSTM1	IRAK1
SRSF1	HNRNPL
P3H1	COL2A1
CCNB1	FBXO43
MAX	HIRA
EPHB2	EPHB3
RELA	CSF2
AURKAIP1	MRPL24
TYROBP	KIR2DS1
PLK1	PRC1
DHX9	POLR2D
POLR1A	HIST2H3A
IGLV2-23	V4-1
GRK2	OR4K15
SCLT1	NDE1
LSM3	SNRPD3
PDGFRB	EIF2AK2
F5	F8
FOXA1	ITGB1BP1
CBX4	PHC2
SNRPN	GTF2F1
RPL35A	RPL14
CCDC6	HRAS
SNRPD1	PPWD1
MED16	CDK8
CEP97	NDE1
AP2A2	CLTA
CHRM2	GNG4
TPR	NUP160
KRT12	KRT72
AKAP8	CDK4
IGKV4-1	BLNK
GRIA2	AP2M1
COG6	RIC1
TLR4	MAP3K7
MED6	MED18
PSMB7	PSMD6
EFNA1	PTK2
CDK2	CDT1
CSTF1	MAGOH
WDR61	ERCC3
ORC5	MCM3
POLR1D	GTF3C5
POLR2F	CPSF3
CCND1	GLI1
CD2BP2	PRPF40A
NUP54	CPSF3
GFRA2	GAB2
CELSR3	PCDH20
RFC4	DTL
SNRPE	CCAR1
SNRPD3	NCBP2
RPS23	RPL10A
PSME2	SMURF2
LSM8	NCBP2
RPS21	EIF2S3
IL1R2	TRAF6
SEC61B	SRPRB
POLR2J	LSM3
WNT1	FAM120B
GTF2F1	HNRNPD
HNRNPU	SNRPB2
UCHL3	RPS27A
LDLRAP1	CLTA
POLR2E	GPKOW
POLR2K	LSM5
SRC	WASL
UTP15	DDX49
ITGB3BP	DIAPH2
GRK3	OR6N2
TAF10	ATXN7
NCF2	RHOA
CTNND1	PIK3CA
TLN1	COL9A1
GTF2H5	CUL4A
KCNJ6	BDKRB1
ARF1	HLA-DRB3
DCTN5	OSBPL1A
HEY1	TAF9
PCBP1	POLR2H
DYNLRB1	IFT81
RHNO1	RPA3
ADCY10	GNG7
PSMA4	CUL5
PRSS2	REG3G
SUPT3H	TADA1
XPO1	CTNNB1
HNRNPA1	HNRNPA2B1
CCP110	NEDD1
NUP214	IPO8
HNRNPH1	CCAR1
NUP50	THOC6
PLCB2	PPP3R2
MTMR4	PLCB3
HSPA8	PPIL1
OR6C3	GNG7
IL4R	JAK1
PKN2	RELA
CD4	SLA2
UQCRFS1	CYC1
IGHV3-7	C4A
MAPK8	H2AFX
MSH5	MLH1
AP2A2	IFT57
DKC1	RAD9A
RGPD8	SUMO4
GNG2	PTPN6
RPP38	RPS3A
BOP1	TEX10
INPP4B	IMPAD1
BCAS2	PRPF3
AP2S1	SH3GL2
ARPC5	ARRB1
VCL	ITGA10
LAMB1	LAMA4
HNRNPR	SNRPA1
ORC2	ORC3
GNAI2	TMIGD3
CD74	AP1M1
SNRPD2	SRSF9
SNCB	HSPA9
GADD45GIP1	MRPL24
HNRNPH2	DHX16
INPPL1	PIK3CA
PPP2R1B	CACNG1
VHL	LIMD1
SPC24	DIAPH2
SSR1	RPL5
TAF5	TAF9
PRCC	ELAVL1
ACTN2	COL13A1
VPS37D	CHMP4B
ABHD5	PNPLA2
GNB3	PIK3R2
GNG2	SSTR2
TIMELESS	RFC5
IL19	IFNAR2
SMURF1	IGF1R
ADAT3	ADAT2
CTBP2	ZNF503
DDX23	TRA2B
PDCD7	GTF2F1
TADA3	TAF5L
GNAT3	PDE1B
JUN	IL12RB1
GALNT4	MUC21
MRPL1	MRPL44
GTF2F1	ESRP1
HBB	HPR
IGLV1-51	IGLV3-27
LOC728835	CXCR3
ACTB	STK3
PRKACG	OR2H2
RARA	THRA
NR5A1	POLR2I
ZW10	XPO1
PLK1	ANAPC16
SNRPB	ELAVL1
PSMA3	TNKS
NCBP2	AFF4
ARRB2	RELA
ERBB4	RNF41
RPS6	PNRC2
RFC3	USP7
NCBP1	SF3B1
CASP9	AKT1
TSN	AGO2
CLP1	HNRNPH1
UBE2E1	CEBPB
CLOCK	BHLHE41
KIF3C	HSPB11
FOS	CXCL8
CCL19	GNAT3
PSENEN	NGF
DGKQ	PLCD4
CCNT1	TAF13
NRXN3	DLG4
GTF2E1	SND1
PSMA1	PSMD8
PRMT1	CARM1
IGHV3-48	IGHV4-34
SPCS3	RPL15
TCF12	SOX17
MRPL41	MRPL20
FBXL16	FBXO9
TNC	ITGB6
ARF1	AP1G1
LCE3D	IVL
CSTF1	WBP11
SMG5	RPS15
TSR1	RPS27A
THOC5	SRSF9
MRPL44	MRPL3
IGKV2D-30	IGHA1
EIF3G	RPS5
RPA1	FANCF
POLR2J	POLR2K
SFN	VAMP2
ANAPC7	EHMT1
OR4A15	GNGT1
BMPR1A	GDF1
GTF2A2	TAF7
POLR2J	SNRPD1
PLAU	PLG
SCARB2	FCHO1
RPS11	RPS28
CLTCL1	SH3KBP1
CCAR1	NUDT21
RRAGA	EIF4EBP1
DHX9	PRPF31
STAT3	IKZF3
IL2	IL7R
AP2S1	HLA-DQA2
GNB3	KCNJ9
CAV1	PRKACG
NCBP2	SP1
CSNK2A2	FRAT2
NOTCH1	JAG2
PCDHB2	CDH23
FZD9	GNB2
MRPS35	MRPL34
DNAJC3	RPS14
GNB1	FYN
GRK7	RHO
OR2T10	GNB1
IL5	OSMR
KRT19	KRT78
MMP14	LAMB3
NCF1	MAPK11
SEC31B	SEC24A
GPSM1	CNR1
NDUFAF2	NDUFB9
PI4KB	PIK3R5
RAD51	DMC1
CHST11	CSPG4
AAG1	EIF2S1
ERCC5	GTF2H3
GRK1	OPRL1
IGLV1-47	VAV1
RNPS1	MAGOH
CTCF	POLR2J
GAPVD1	SCARB2
PIP4K2B	STM7
RFC5	POLR2H
RASAL2	PRKCH
SAR1B	F8
EHMT2	CDC23
POM121C	CDCA8
ZCRB1	RNPC3
RPS27	RPS4X
SUN1	SYNE1
CCND1	RBPJ
SNRNP27	PRPF38A
GNAL	OR2T7
DKFZP686L11144	ITGB1
MRPL45	MRPL53
CARM1	SIN3B
RXRA	UCP1
EPN2	FNBP1L
PAK2	GRB2
CHCHD1	MRPS25
PMF1	CLIP1
ITGA9	CSF2
DLG4	NRXN3
ELP2	HIST1H4A
GALNT3	MUC2
MADD	SMPD3
STAT2	ZNF595
MED18	MED31
WIF1	FZD1
MRPL36	MRPL40
PSMA7	TNFSF14
ABI1	IGHV4-39
SRSF11	PPIL1
AKT2	GSK3A
TRIM69	ZNRF2
POLR2I	RPAP2
SYNJ2	ARPC1A
PSMD8	HNRNPD
MAPRE1	ACTR1A
DYNC1LI1	YKT6
MST1R	YWHAZ
WDR59	DEPDC5
MSH6	RPA2
IGKV5-2	ACTB
BMP2	GREM1
TREM2	SYK
NPHS1	TJP1
KLRD1	VAV2
TCEB3	POLR2I
GTF2H1	GTF2A1
COPE	SPTBN5
SMG1	RPL9
NRIP1	EP300
RPL10	RPL24
IL21	IL11RA
KAT5	EYA1
OPRD1	GNB1
SRP72	RPL29
SARNP	CPSF1
NGF	KIT
MT-ND1	NDUFS7
GNGT1	ADCY10
CNOT3	PABPC1
IGHV1-69	IGHV4-34
PSMA6	BUB1B
MARK3	KIAA1549
SUMO2	RBX1
WDR61	CCNT1
UTS2B	GNB1
GNGT1	OR1I1
WDR46	SNU13
FGR	IGHV3-7
CD22	IGLC1
GRK1	ADRA1D
CELSR1	CDH16
IGLV3-21	FCGR2B
CWC15	CTNNBL1
CEP97	CKAP5
ERCC3	GTF2H2
IFNL3	IL12RB2
IGHV3-9	WIPF3
PPP1CB	CPSF4
EIF3L	RPS25
PMF1	PAFAH1B1
CHRM2	GNAT3
GTF2F1	ICE1
SRGAP1	RAC2
SSTR4	SST
INCENP	CENPT
OR13C8	GNGT1
ARHGAP20	RHOQ
DDX42	POLR2C
ARPC1B	ARPC2
BCL11A	CHD6
GRM1	HOMER3
RPS27	NDE1
SH3GL1	PTK2
GTF2H5	TAF5
IL20RB	TYK2
ARRB2	FZD3
CENPK	SGO1
COG7	COG1
PDS5A	CENPF
TMED2	DYNC1I2
PAFAH1B1	TUBG2
RPS15	SRP68
CTNNA1	PCDH1
GABRG3	TRAK2
CCL22	CCR8
LCK	JAK1
CTSB	BCL2
CTNNA3	YWHAZ
GSTM4	CYP1A2
DYNC1I1	KIF3C
KIF5A	DYNC1I2
RANBP2	NUP98
RANGAP1	ZWINT
SLU7	ELAVL2
RPLP0	RPL26
CELSR3	PCDH9
PIK3CB	PDPK1
EPHA1	ADAM10
ABI1	IGLV7-43
ELAVL2	HNRNPR
ADAM17	NGFR
SEC23A	HLA-A
PSMD6	RNF146
SRRT	ICE2
ACTB	PARVB
PLCD1	MTMR6
HAUS2	HAUS4
BIN1	GAK
INTS12	INTS6
NEDD4L	VPS4A
NCBP1	HNRNPH2
CDC20	USP44
ANK2	L1CAM
TAF8	TAF5
SELL	MADCAM1
POLR2H	SF1
HIST1H2BJ	HDAC10
WDR61	EXOSC5
FYN	GRIN2B
BMPR1A	MAPK13
BCL10	UBE2E1
HEL-S-117	UGT1A1
CEP192	DCTN2
PPP2R1A	PPP1R1A
MRPS5	MRPS21
AP2S1	AMPH
RPS10	RPS20
SMARCA5	SMAD1
ACTA2	CTNNA1
ZP2	ZP3
NBN	UIMC1
KIAA0319	AP2A1
SPRR1A	CSTA
EMG1	RPS6
TFF3	GH1
TMIGD3	GNG8
AGFG1	PACSIN2
PTPN11	CD3D
PSMB10	EPAS1
CEP89	CEP76
SKA2	RANBP2
CASP2	AAG1
POU2F1	POLR3GL
PCDHB3	PCDHB15
UBA52	FBXL13
NDUFAB1	MT-ND5
GRSF1	RPS4Y1
ARR3	CSNK1A1L
VAMP7	DNAJC6
HSF1	HSP90AA1
WBP4	PRPF8
GRB2	CDC42
USF2	CYP1A2
CRTC1	RBM4
AHI1	MKS1
TTC30B	DYNLL2
FBXW8	FBXO30
TBP	GTF2A1
SRSF2	GPKOW
TUBB4A	AKAP9
CEP41	CEP76
V1-13	ELMO2
OR13C2	GNG13
IFNK	IL13RA1
SYDE2	RHOQ
YWHAG	DYNLL1
DNM2	FNBP1L
GAPVD1	ITSN1
RPS27	SRP54
LIMS2	ITGA6
MYO9A	RHOA
V1-7	ACTG1
U2AF2	SNRPC
PI4K2A	PTEN
IGLV2-11	IGKV1-16
PIK3CA	PRKD1
PSEN1	CDH3
IGHV3-9	VPREB1
SDC4	FZD7
RPGRIP1L	CEP76
RAB11B	RAB11FIP2
RANBP2	ZW10
DKFZP686A1195	CTNNA2
CD28	CD3D
HNRNPU	SRSF9
BOC	MAPK14
CBLB	CD40
PSMB7	PSMD13
CCL27	CXCR5
UPF3A	RPS12
GRB2	NPHS2
CRTC3	MEF2D
CDK1	NDEL1
FGF18	FGFR3
EPHX1	MGST1
CEP290	TUBGCP6
PTBP1	CWC27
HOXA1	PAGR1
HIST1H2BK	H2AFZ
CDC20	MIS12
HIST2H3A	TBP
HIST3H3	LMNB1
HIST2H3A	GTF2H3
POLR2B	INTS3
EXOSC8	NOC4L
PLCD3	PTEN
PSMC5	UBE2C
HNRNPF	SRRM1
IGKV1D-16	CD79B
TNFRSF11A	FOS
EDN1	TNR-CFTR
GNG8	PLCB4
HIST2H3A	CDC27
ARHGEF4	RHOQ
DRD2	PPP2R3B
ITGA3	COL16A1
FOXO4	SOD2
TNNT1	DES
SRRM1	THOC1
ERCC6	UBTF
NEK2	DCTN2
CSNK1E	PCM1
ITGA6	TLN2
GJD2	SRC
TIMMDC1	NDUFAF5
PUF60	SNU13
PSMD4	HIF3A
IL5RA	STAT5B
TIAM1	EFNA5
HIST1H2AG	HDAC9
PNO1	BYSL
KRT6A	KRT31
RBMX	FIP1L1
PUF60	PRPF31
CEP290	MARK4
TCP1	BBS1
HNF4A	GTF2H2
COQ10A	NDUFA10
SRC	SPTB
NTRK1	MDM2
DYNC1H1	C2CD3
NFKB1	TRAF1
TUBB3	CCT4
PSMA1	TCEB2
NDUFB4	NDUFS5
EGR1	F3
EIF3L	EIF2S1
OR5F1	GNB1
PCSK1	GHRL
PPP2R1A	RPS29
WDR36	RRP9
RET	RAP1GAP
B9D1	OFD1
USP39	PRPF19
GNG4	LPAR5
KRT31	KRT1
COL5A3	ITGA2B
GNG13	GNAQ
FGD3	RHOT1
SRC	SIRPA
SRP54	RPLP1
LAMA5	PAK6
DCTN4	KIF4B
EFNA5	EFNA1
VPS37B	RPS27A
IGLV2-8	IGLV3-1
PLCZ1	PRKCB
ARPC3	IGKV1D-16
NFE2L1	CCNT2
UBQLN2	AVPR2
IFNA10	IL6R
PPIL1	POLR2E
COQ10A	NDUFC1
NET1	RHOB
PSMF1	SKP1
SNRNP200	ELAVL1
RPS17	RPL30
NUP50	SRSF7
SSR3	DDOST
MRPL46	MRPL49
COPS8	POLR2K
RBM5	SNRPD2
MRPL52	MRPL19
RPSA	RPS3
GSK3B	CSNK1A1L
ITGB2	ITGA3
CLP1	CSTF2
RHOQ	TNFAIP8
GALNT4	MUC4
NPHS1	KIRREL
HNRNPA1	POLR2F
MED23	MED7
AP1S2	HLA-DRB3
RAB39A	COG4
MKS1	CEP250
PCDHB1	DCHS1
CPSF7	TRA2B
CDK9	AFF4
CDC40	SRSF7
UBC	SKP1
YY1	SRP9
C5	C8B
SEC23A	HLA-G
MYO10	RAC1
ORC5L	CDK4
TAF6L	USP22
DCTN2	ACTR1A
NCBP2	ESRP2
RXRA	RPS6KB1
MAPK1	PLA2G1B
CD74	AP1B1
BMP1	COL7A1
IGHA2	IGLC1
ASXL2	MBD6
TAF10	TAF7
COL1A2	ITGBL1
NDUFA6	TMEM126B
IFNA10	IFNA4
MAPK9	MED1
NEK2	AURKA
TGFB1	PPARGC1A
SLU7	BUD31
CCNA1	CDK2
GTF2F1	INTS1
SMARCD3	SREBF2
TCF7L2	PPARD
EXOSC9	WDR18
HLA-F	VAMP8
GPKOW	PQBP1
EP300	CAMLG
ACTN1	PXN
IGKV1-16	BTK
ITGA10	COL14A1
PACSIN2	LRP2
MAX	NR0B2
RCL1	NOP58
TUBB2B	TUBA3E
PLK4	HAUS4
VDAC1	UBC
RPS27A	EEFSEC
AP2A1	HIP1
PIK3AP1	PLCG1
DDX52	FBL
JUN	FNBP1
DKFZP686A1195	CLDN17
PIKFYVE	MTMR2
PCDH18	PCDHB18P
EIF1AX	EIF4B
FCGR2B	IGHV3-30
PRKAG1	G6PC3
GNG8	PIK3R2
LAT	MAPK9
RPA1	POLI
HIF1A	JUN
SPCS2	RPS13
RPA2	RMI2
IGLV3-25	V2-17
CCT7	CCT5
ERCC6L	SMC3
PTPN6	BTLA
SRSF1	HNRNPU
CHCHD1	MRPS34
SNW1	LSM4
SNU13	PRPF8
GABPA	CHCHD2
PRDM9	HIST1H3A
MYBL2	LIN37
EPHB2	LCK
SRC	PTPRA
PSMA3	PSMD6
CD209	TGFB2
COPB2	KIF4B
PLCB2	PIK3R2
CKAP5	CDCA5
ACTG1	IGLV1-40
EIF4H	RPS3A
MMP19	CTNNA2
NECAP1	ARPC5
DIAPH1	ERBB2
EIF4A3	PHF5A
ATG14	DYNLL2
GRK2	OR5T3
ABI1	IGKV1-16
ACVRL1	BMP4
IGKV2-30	CD247
PRPF4	SNRPE
STAM2	MET
RPS15A	SSR4
DNAI2	TUBB8
FCN1	MASP2
GRB2	GAPVD1
FAU	LTV1
INPPL1	MAPK3
TRAF3IP1	WDR35
PCNA	POLR2F
CWC15	DDX5
CHMP4A	VPS37C
HTR1E	GNB2
NECAP1	PICALM
PSME2	PSMB2
LMNA	SMC1B
AKT2	PRKAB1
CDKN2D	CCND1
CSNK1D	TSR1
WIPF2	IGLV1-40
PRKACA	CALML3
MYH9	MYL12A
ARRB1	OR1L4
ARRB2	OR51B6
CCT4	GNB1
CDK8	MED31
CPSF1	DDX39A
ADCY3	GNB2
SPRR1A	PPL
STAM2	VPS37A
COG3	SPTBN1
RPS11	EIF4H
SNAPC5	POLR3GL
AURKAIP1	MRPL47
GNAI3	PLCB4
VAV2	EPHA10
OR2G6	GNG7
HIST3H2BB	HIST3H2A
GTF2H1	UVSSA
LYN	V1-20
NANOG	POLR2D
MRRF	MRPL16
MRPL22	MRPL52
ORC3	POLA2
TNC VARIANT PROTEIN	PTK2
FGF13	RANGRF
SKIV2L2	EMG1
TCEA1	POLR2G
ARPC2	IGKV1-33
CHMP4C	VPS28
CLOCK	RORC
OR5M8	GNG13
SNRPB	HNRNPA0
IGLV2-8	V5-6
KRT36	KRT5
MRPL53	MRPL18
UBC	UBA52
IFNE	IL20RA
EPHA10	RHOA
TCF12	MEIS2
PIK3C2A	UBA52
RPL31	SEC61B
PIP4K2B	SYNJ2
BMPR2	NODAL
CSTF3	SF3A1
LSM6	PCF11
RASA1	PIK3CG
GNB1	RASGRF1
SRP9	SRP54
IL3	GAB2
TPTE	PIK3R3
FGD2	RHOBTB2
RNPS1	HNRNPA2B1
RPL27A	SSR2
PSMC5	TRAF2
NELFB	POLR2I
SYNJ1	PIK3R2
LAMC1	ITGA2B
SF3A1	SYMPK
CAMK2B	SCN4B
AGRP	PRKAG3
IGKV1-17	IGHV4-59
TRAF1	PIK3CB
CLASP1	CEP164
EP300	SMARCA2
JAK1	IL11
LAMB4	ITGA7
ITGB2	LRP1
POLR3F	SNAPC1
SRPRB	RPS26
EED	RARG
HAND2	ELSPBP1
LATS1	NPHP4
CTSL	HLA-DRB5
HLA-C	CD247
GRK1	CCR7
RHOA	CGN
FOXA2	DEAF1
UBE2V2	GTF2H4
GNAI2	KCNJ3
ORC3	MCM5
RASGRP4	DNAJC27
CSK	CD3E
CPSF2	CSTF2
RAB3IP	CEP135
IGHV4-59	LCP2
MRPS17	MRPL16
MAGOH	CPSF3
RPS3	RPL3
RPS20	RNPS1
VPS37B	VTA1
IGHV7-81	VAV2
V1-13	LCP2
OR5M10	GNG7
SURF4	GBF1
RPLP2	RPS10
COL4A5	CD47
NUP214	U2AF2
ZWILCH	DIAPH2
LPAR5	GNA12
EFTUD2	SNRPD1
TBP	TAF13
MAPK3	DUSP5
ITGA7	FYN
CASP5	EIF4A1
ERCC1	ERCC3
IGHV2-5	PIK3R1
COPS3	XPC
ZCRB1	POLR2K
TLN1	COL11A1
CLVS2	AP1S1
COX6C	COX7B
NUF2	CENPL
ALMS1	TCTN1
REPS1	WNT5A
HLA-DQA2	KIF18A
SH3GL2	AP1S3
ATP6V0A4	ATP6V1G3
EFNB3	SDC2
JAK2	STAT5B
SEH1L	MAGOH
PPIE	POLR2H
RPS24	TSR1
GNG2	CCR10
WDR75	UTP15
C2CD3	CC2D2A
ANAPC2	NEK2
MAPK11	IRF4
HLA-DPA1	HLA-DOA
EPHA2	EPHB4
ACTR3	IGKV1-12
RPS20	EIF3M
DNAJC8	CDC5L
STAM2	ARPC1A
NUP88	IPO8
RAD21	JUNB
KIRREL	PIK3R1
MRPL13	MRPL4
CPSF2	CSTF1
IGKC	VAV1
CSH1	IFNGR1
ERBB4	ESR1
PCDH9	PCDHB11
HMGN1	ERCC1
SIAH2	MIB2
IGKV2D-30	IGLV3-25
GNGT1	OR10C1
KIF3A	TMED7
CALM1	CAMKK1
DDX46	HNRNPU
NCK2	EPHB3
EZH2	POLR2A
GNB1	OR52E5
KRT82	KRT38
PSME1	PSMB4
PTPN2	IFNG
SPTBN1	TMED3
YWHAH	CDC25C
PDGFRB	SOS2
PRPF3	SF3B4
SPTAN1	TJP2
PABPN1	SNU13
FGF22	TEK
SP1	POLR2F
PPP1CC	SMAD7
CREB3L3	ATF2
COPB1	NBAS
CREB3L1	SIK1
IFNW1	OSMR
CACNB2	CACNG4
CDHR1	PCDHB11
HGS	VPS28
IGLC3	V3-4
IL17RA	IL25
LOR	SPRR2D
SOS2	RHOBTB2
V1-5	WIPF2
SPI1	ETS1
CACNA1H	CALML6
HNRNPU	SNRPD3
AURKAIP1	MRPS16
CREBBP	CCNC
PCDHGC5	PCDH15
RPS15	SMG8
RELA	PCK2
IGHV3-9	ELMO1
BMPR2	SMAD9
PRKG2	KCNMB1
CETN2	BORA
JAK2	CTF1
MEIS1	ASH2L
B4GALT6	LUM
GTF2A2	TAF9B
CPSF7	TXNL4A
PRCC	SRSF9
RAD50	RAD9A
